index,idx,img,filename,img,text,status,lean,Unnamed: 5,Unnamed: 6,url,likely_true,favors_r,benefits_r,important,funny,surprising,reputation_overall,reputation_partyloyalty,reputation_engage,likely_share,real,num_person,biden,trump,valence,arousal,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
49,50,IM_bEJA986damPgV8N,f_soros arrested in philadelphia election interference.jpg,,george soros arrested in philadelphia for election interference - judge orders media blackout,new since november,R-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/f_soros arrested in philadelphia election interference.jpg,-0.6016563236,0.9270318885,1.061073779,0.8723773869,-0.2757741216,0.2436143736,0.1362088727,0.4636320467,0.3233652991,0.6765332861,-0.5,1,0,0,0,0,12,99,50,1.79,25.77,12,41.67,33.33,16.67,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0,0,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,8.33,0,0,0,0
50,51,IM_aaZCOlQMwZQQEKN,f_supreme court can extend trumps term by up to 3 years.jpg,,supreme court can extend trump's term by up to 3 years if he's acquitted in the senate,new since november,R-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/f_supreme court can extend trumps term by up to 3 years.jpg,-1.67575257,2.306031778,2.112842533,1.789970119,0.1437131783,2.23869615,0.04033951566,0.8466238409,1.513793496,-0.04834945889,-0.5,5,0,0,0,0,17,97.21,50,28.81,98.87,17,11.76,70.59,47.06,5.88,5.88,0,0,0,5.88,0,0,5.88,23.53,11.76,0,5.88,0,5.88,0,0,0,5.88,0,5.88,5.88,0,0,0,0,5.88,0,0,0,5.88,5.88,0,0,5.88,5.88,0,5.88,0,0,0,0,0,0,0,0,0,11.76,0,0,11.76,0,0,0,11.76,0,23.53,0,11.76,11.76,0,0,0,0,0,0,0,0,0,0,0,0,11.76,0,0,0,0,0,0,0,0,11.76,0,0
51,52,IM_cZqyPtkd72WbOg5,f_the dating website for trump supporters finally attracted its first female member.jpeg,,the dating website for trump supporters finally attracted its first female member,old pre-test recycle,D-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/f_the dating website for trump supporters finally attracted its first female member.jpeg,-1.301380447,-0.8100377031,-0.7682161202,-1.979549956,2.582836578,0.2654091139,0.03182637123,0.01167379977,0.09479984553,-0.2908646779,-0.5,4,0,1,0,1,12,93.26,99,74.76,99,12,33.33,83.33,33.33,8.33,0,0,0,0,0,0,8.33,8.33,8.33,0,8.33,0,0,0,8.33,0,0,8.33,0,16.67,16.67,0,0,0,0,25,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,16.67,8.33,0,0,0,8.33,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,53,IM_1TwIALcuuzW7JnD,f_the definitve case proving trump won the election.jpg,,the definitve case proving trump won the election,new since november,R-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/f_the definitve case proving trump won the election.jpg,-1.107237749,2.824679888,2.704496856,1.625164725,-0.3350568695,0.6652536301,0.2186010179,0.8426563625,1.230387595,-0.570428656,-0.5,1,0,1,1,1,8,99,50,7.84,99,8,37.5,50,25,0,0,0,0,0,0,0,0,25,0,0,0,0,0,12.5,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,54,IM_3wmnG5YkP0CRl0F,f_trans species man who identifies as deer accidentally shot by hunters.jpg,,trans species man who identifies as deer accidentally shot by hunters,new since november,Neutral,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/f_trans species man who identifies as deer accidentally shot by hunters.jpg,-1.379217793,0.1054637161,0.07136591441,-1.670250377,1.943264076,1.692982045,-1.908754154,-1.996177897,-0.6599272752,-0.2825947643,-0.5,1,0,0,0,1,11,93.26,96.52,2.4,25.77,11,36.36,45.45,27.27,9.09,0,0,0,0,0,0,9.09,0,18.18,0,0,9.09,0,0,9.09,9.09,9.09,0,0,0,0,0,0,0,0,18.18,0,0,0,9.09,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,55,IM_9tcrSHcriqg11Kl,f_trump administration to launch black beans matter campaign.jpg,,"trump administration to launch ""black beans matter campaign""",new since november,D-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/f_trump administration to launch black beans matter campaign.jpg,-0.9520197943,-0.333130689,-0.4054373887,-1.612526209,2.035980741,0.6682294591,-0.7839688095,-0.01743944991,0.2803362537,-0.3125035111,-0.5,1,0,1,1,1,8,99,50,7.84,25.77,8,25,75,12.5,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,0,0,12.5,12.5,0,0,12.5,0,0,0,12.5,25,0,0,25,0,0,0,0,0,12.5,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,25,0,0,0
55,56,IM_1zCxkHeMjxnAMWV,f_trump advisor denies moon landing.png,,trump science advisor denies apollo moon landing ever happened,new since november,D-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/f_trump advisor denies moon landing.png,-0.6641142766,-0.6905361395,-0.6154297986,-0.10704109,1.026032635,0.5147080082,-0.01811740939,0.04625399237,0.9670476756,-0.1514622249,-0.5,1,0,0,0,0,9,75.9,86.68,4.97,25.77,9,44.44,55.56,11.11,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,11.11,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,11.11,0,0,11.11,0,0,11.11,11.11,0,11.11,0,0,11.11,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,57,IM_3Ia3id8YP4zTfkF,f_trump asks scotus to force states to count votes.jpg,,trump asks scotus to force states to count votes using three-fifths compromise,new since november,D-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/f_trump asks scotus to force states to count votes.jpg,-0.6799210412,-0.1387204443,-0.186105563,0.8596129919,0.2796066353,-0.1444889489,-0.2579345486,0.4050890288,0.1293835227,-0.7669693711,-0.5,1,0,1,-1,0,13,99,77.92,1,25.77,13,7.69,61.54,15.38,0,0,0,0,0,0,0,0,0,15.38,0,0,0,0,15.38,0,0,0,15.38,0,0,0,0,0,0,0,7.69,0,0,0,0,15.38,0,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,7.69,0,7.69,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,7.69,0,0,0,0
57,58,IM_3l6EUt8p03bou1L,f_Trump ban veils.jpeg,,breaking: Trump just declared to ban full-face veils in public places. do you support this?,old pre-test recycle,D-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/f_Trump ban veils.jpeg,-1.022079395,-0.1842001773,-0.4888848029,0.657282988,-0.4400291131,0.4121621565,-0.3216017259,0.1819043605,-0.1584047135,0.04777669446,-0.5,1,0,0,0,0,16,72.69,96.95,35.37,99,8,18.75,75,37.5,12.5,6.25,0,0,6.25,0,0,6.25,0,12.5,6.25,6.25,0,0,12.5,6.25,0,0,0,0,6.25,6.25,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,12.5,0,18.75,0,18.75,0,0,0,0,0,6.25,0,0,0,0,0,0,0,25,6.25,0,6.25,0,6.25,0,6.25,0,0,0,0
58,59,IM_eahLGRSyprvkoyF,f_trump claims kanye stole his black votes.jpg,,trump claims kanye west stole his black votes,new since november,D-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/f_trump claims kanye stole his black votes.jpg,-0.8433819966,-0.9076879579,-0.7043952007,-1.298196161,2.001065565,-0.07135703702,-0.6735094729,-0.6433626539,-1.057409849,-0.5334256201,-0.5,4,0,1,0,0,8,72.69,89.42,1,25.77,8,0,50,12.5,12.5,12.5,0,0,0,12.5,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,12.5,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,12.5,0,0,0,12.5,0,12.5,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,60,IM_6r243LOEkfvbE6F,f_trump claims pfizer and moderna had never even heard of vaccines.jpg,,"trump claims pfizer and moderna ""had never even heard of vaccines"" until he told them to make one",new since november,D-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/f_trump claims pfizer and moderna had never even heard of vaccines.jpg,-1.032118674,-0.6594387516,-0.7371884441,-0.2950067327,1.818137275,0.25410743,-0.002807262355,0.6657597278,1.131805241,0.04494304368,-0.5,2,0,1,0,0,18,31.3,95.2,1,25.77,18,11.11,72.22,50,11.11,11.11,0,0,0,5.56,5.56,0,0,16.67,5.56,11.11,11.11,5.56,22.22,0,0,0,5.56,0,0,0,0,0,0,0,22.22,0,0,0,5.56,11.11,0,5.56,0,0,5.56,0,5.56,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,16.67,5.56,0,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,11.11,0,0,0
60,61,IM_4SHeNlrTGNt1N6l,f_trump deploys us mlitary to fight domestic cyber warfare coup.jpg,,"trump activates executive order: deploys u.s. military to fight domestic ""cyber warfare coup""",new since november,R-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/f_trump deploys us mlitary to fight domestic cyber warfare coup.jpg,-0.2508802889,0.8279709624,0.8458308539,0.6106180972,-0.5902243574,-0.5200628928,0.5244359262,0.5938954699,0.1364870953,-0.02211094254,-0.5,5,0,1,-1,0,13,97.95,77.92,1.4,1,13,46.15,69.23,7.69,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,15.38,0,15.38,0,15.38,0,7.69,0,0,0,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,38.46,0,0,38.46,0,0,0,0,0,7.69,0,0,0,7.69,0,7.69,0,0,7.69,0,0,0,0,0,0,38.46,15.38,0,7.69,0,0,0,0,15.38,0,0,0
61,62,IM_6yDAJAUc8QGdHvf,f_trump organization wins lucrative contract to rebuild syrian airport.jpeg,,trump organization wins lucrative contract to rebuild syrian airport,old pre-test recycle,D-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/f_trump organization wins lucrative contract to rebuild syrian airport.jpeg,-0.6690203789,-0.3640135664,-0.2092443263,-0.1631103868,-0.1107552206,0.3685026116,-0.4857728098,-0.7419544909,-1.755070993,-0.4713461467,-0.5,1,0,0,0,0,9,98.87,50,1,99,9,55.56,33.33,11.11,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,11.11,11.11,11.11,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,63,IM_42OZKsjoel8TcgZ,f_trump pays giuliani 130k to stay silent.jpeg,,"trump pays giuliani $130,00 to stay silent from now on",old pre-test recycle,D-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/f_trump pays giuliani 130k to stay silent.jpeg,-0.5208128912,-1.423437774,-1.407228094,-0.09074925658,0.470346429,-0.3360496554,-0.194039665,-0.2828199302,0.01236343544,-1.328260986,-0.5,1,0,0,0,0,11,99,50,85.21,25.77,11,9.09,63.64,36.36,0,0,0,0,0,0,0,0,0,27.27,0,9.09,0,0,9.09,0,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,0,27.27,9.09,18.18,9.09,9.09,0,0,9.09,0,0,0,0,0,0,0,0,18.18,0,9.09,0,0,0,0,0,0,0,0,9.09
63,64,IM_0TeluBejFMRuEhn,f_trump proposes one child law for hispanics.jpg,,donald trump proposes one child law for hispanics,new since november,D-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/f_trump proposes one child law for hispanics.jpg,-1.460950613,-0.9751876287,-1.091822097,1.168792736,-0.1828378368,1.648072904,-1.262233271,-0.8530921845,0.5197936246,-0.1122345422,-0.5,2,0,0,0,0,8,99,89.42,1,25.77,8,25,50,12.5,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,65,IM_eKVAzW04JgT8Tf7,f_trump signs executive order declaring himself actual winner of 2020 election.jpg,,trump signs executive order declaring himself actual winner of 2020 election,new since november,D-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/f_trump signs executive order declaring himself actual winner of 2020 election.jpg,-1.250902981,0.5572124858,0.4273156838,0.9678780158,1.552483452,-0.427247584,0.825854446,1.250711511,2.251563407,1.091344046,-0.5,1,0,1,0,0,11,93.26,81.84,1,99,11,36.36,45.45,18.18,9.09,9.09,0,0,0,9.09,0,0,0,9.09,0,0,0,0,0,0,0,0,9.09,0,9.09,9.09,0,0,0,0,9.09,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.27,0,9.09,27.27,9.09,0,0,0,0,9.09,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,66,IM_3rxqQy01DG6Y6KV,f_trump tells supreme court he really wanted to be president.jpg,,"trump tells supreme court he ""really wanted to be president again""",new since november,D-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/f_trump tells supreme court he really wanted to be president.jpg,-0.004326095659,-0.3212492991,-0.2715302904,-1.61013619,1.748551385,-1.376179782,0.8954890876,0.951718807,1.68137666,-0.009554556832,-0.5,1,0,1,0,1,11,32.58,81.84,1,99,11,18.18,81.82,45.45,9.09,9.09,0,0,0,9.09,0,0,0,9.09,9.09,18.18,0,0,27.27,0,0,0,0,0,9.09,9.09,0,0,0,0,18.18,0,0,0,9.09,18.18,0,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,9.09,18.18,0,9.09,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,18.18,0,0,0,0,0,0,0,18.18,0,0,0
66,67,IM_dgUfN4OORRRyLqd,f_trump voter wants taco bell shut down for being too mexican.jpg,,"trump voter wants taco bell shut down for ""being too mexican""",new since november,D-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/f_trump voter wants taco bell shut down for being too mexican.jpg,-0.7219210797,-1.508978636,-1.503182495,-1.637544425,1.796753376,0.05543375196,-0.7800223737,-0.3906226139,0.3334497891,-0.4105438806,-0.5,1,0,0,0,0,11,93.26,50,2.4,25.77,11,9.09,63.64,36.36,0,0,0,0,0,0,0,0,0,18.18,9.09,9.09,0,0,27.27,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0,0,0,0,9.09,0,0,0,9.09,9.09,0,0,9.09,0,0,0,9.09,9.09,18.18,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,0,0,0,0,0,0,0,18.18,0,0,0
67,68,IM_572nL0IHGJBodwh,f_white house staffers defect releasing rivate trump tape recording.jpeg,,"w.h. white house staffers defect, releasing private tape recording that has trump silent",new since november,D-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/f_white house staffers defect releasing rivate trump tape recording.jpeg,-0.1532254908,-1.854643457,-1.952636337,-0.1396558847,-0.3439465199,-0.5271789521,0.5951390358,0.04966030069,0.7565548349,-0.07555977214,-0.5,1,0,1,0,0,14,68.29,76.25,1,1,7,28.57,64.29,14.29,7.14,0,0,0,0,0,0,7.14,0,0,7.14,0,0,0,7.14,7.14,0,0,0,0,7.14,0,7.14,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,14.29,7.14,7.14,0,0,0,0,0,0,7.14,0,0,7.14,0,0,0,7.14,0,0,0,0,0,7.14,7.14,7.14,0,0,0,0,0,0,0,0,0,21.43,14.29,7.14,0,0,0,0,0,0,0,0,0
68,69,IM_8ADjLHrfedMCCG1,f_white nationalists granted permit for mock hanging outside afro american museum.jpg,,white nationalists granted permit for mock hanging outside afro-american museum,new since november,D-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/f_white nationalists granted permit for mock hanging outside afro american museum.jpg,-1.167575329,-0.7735556259,-0.665126654,1.160453261,-0.7252437524,1.782317433,-1.812367867,-0.8452198468,-0.7068520946,-1.501906838,-0.5,4,0,0,1,1,11,99,81.84,2.4,1,11,45.45,63.64,18.18,0,0,0,0,0,0,0,0,0,18.18,0,0,0,0,9.09,9.09,0,0,0,0,9.09,0,9.09,0,9.09,0,9.09,0,0,0,0,9.09,0,9.09,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,9.09,0,9.09,0,9.09,0,0,18.18,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,9.09,0,0,0,0
69,70,IM_bwnAB7bZmOIHu5v,f_woman sues samsung for millions after cell phone gets stuck.jpg,,woman sues samsung for $1.8 million after cell phone gets stuck inside her vagina,new since november,Neutral,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/f_woman sues samsung for millions after cell phone gets stuck.jpg,-1.043173934,-0.04544544816,-0.1314977999,-2.246507928,2.670937929,1.539754316,-1.938096509,-2.515821548,-0.9449495819,-1.258951697,-0.5,2,0,0,-1,1,14,99,98.33,13.15,25.77,14,14.29,71.43,28.57,7.14,7.14,0,0,0,7.14,0,0,0,21.43,0,0,0,0,14.29,7.14,7.14,0,14.29,0,0,0,0,0,0,0,21.43,0,0,14.29,0,0,0,0,0,0,0,0,7.14,0,7.14,0,7.14,7.14,0,7.14,0,7.14,0,0,0,7.14,0,7.14,7.14,0,21.43,0,14.29,7.14,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,7.14
70,71,IM_7OK4zKgozqAj9Qh,r_7year old girl is fatally shot.png,,"7-year-old N.C. girl is fatally shot, allegedlt by man who was released from jail hours earlier",old pre-test recycle,R-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/r_7year old girl is fatally shot.png,1.259013128,0.3565707461,0.4020901119,0.8095926451,-0.9875399436,-0.2995526369,-0.611680033,-0.4491545886,0.4304160383,0.2099990098,0.5,2,0,0,0,0,19,86.88,94.27,50.35,1,9.5,21.05,63.16,26.32,5.26,0,0,0,0,0,0,5.26,0,10.53,10.53,0,0,0,10.53,5.26,5.26,5.26,5.26,0,5.26,0,5.26,0,0,0,15.79,0,0,5.26,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.53,5.26,0,21.05,0,0,21.05,0,0,0,0,0,5.26,0,0,0,0,0,0,26.32,10.53,5.26,0,0,0,0,10.53,0,0,0,0
71,72,IM_0IiGyO90NtVNXdX,r_accused hate groups receive pandemic aid.jpg,,accused hate groups receive pandemic aid,new since november,D-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/r_accused hate groups receive pandemic aid.jpg,0.5052724597,-0.7134393603,-0.7474722303,0.4218907078,-0.7554509445,-0.04364207016,0.167711256,0.05100975561,0.1975636003,0.3201131315,0.5,0,0,0,0,0,6,93.26,99,23.51,1,6,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,16.67,16.67,0,16.67,0,16.67,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,16.67,0,16.67,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,73,IM_9Kr1ATh6HAb5snH,r_agents raise home of fired florida data scientist who built covid19 dashboard.jpg,,agents raid home of fired florida data scientist who built covid-19 dashboard,new since november,D-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/r_agents raise home of fired florida data scientist who built covid19 dashboard.jpg,0.8653140534,-0.2933358955,-0.3663266726,0.6275912968,-0.8356045992,0.4983988992,0.4320009135,-0.1368505627,0.1160029751,1.176114637,0.5,3,0,0,0,0,13,93.26,77.92,1,1,13,23.08,46.15,15.38,7.69,0,0,0,0,0,0,7.69,0,7.69,0,0,0,0,0,0,0,7.69,7.69,0,7.69,0,7.69,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.08,0,7.69,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,7.69,0,0,0,0
73,74,IM_9oQxNUPwRDEXQWh,r_all 50 states and dc certified election results.jpg,,all 50 states and dc have now certified their presidential election results,new since november,D-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/r_all 50 states and dc certified election results.jpg,2.664944579,-1.408620652,-1.375728581,1.512250781,-0.834004169,-2.35802017,2.55095415,1.035999817,2.072667538,2.553059168,0.5,2,0,0,0,0,12,18.82,79.76,1.79,25.77,12,33.33,66.67,33.33,8.33,8.33,0,0,0,0,8.33,0,0,0,8.33,8.33,8.33,0,8.33,0,0,0,8.33,8.33,0,0,0,0,0,0,8.33,0,0,0,0,16.67,0,8.33,0,0,8.33,0,0,0,0,0,0,0,0,0,0,8.33,0,0,8.33,0,0,0,16.67,0,8.33,0,0,8.33,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,75,IM_3WR272iQku0Vqtf,r_arizona man sentenced for role in neo-nazi plot.jpg,,arizona man sentenced for role in neo-nazi plot targeting journalists,new since november,D-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/r_arizona man sentenced for role in neo-nazi plot.jpg,0.8922552889,-0.8160602943,-0.8578395217,0.4577772383,-0.6766509495,-0.5449272412,0.9221057381,0.9176183653,1.056418736,0.7213136873,0.5,3,0,0,0,0,11,99,96.52,2.4,25.77,11,36.36,36.36,18.18,0,0,0,0,0,0,0,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,9.09,0,0,0,0
75,76,IM_5jsLUJ62X6WI02V,r_armed mexicans were smuggled in to guard wall.jpg,,"armed mexicans were smuggled in to guard border wall, whistle-blower say",new since november,D-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/r_armed mexicans were smuggled in to guard wall.jpg,-0.6579273912,0.006622194729,-0.09882073455,0.4504146478,-0.02780616162,0.7741634084,0.3244292449,0.3303696252,-0.09655474613,0.1164382326,0.5,2,0,0,0,0,12,98.14,79.76,74.76,1,12,25,66.67,25,0,0,0,0,0,0,0,0,0,16.67,8.33,0,0,0,16.67,0,0,0,0,0,8.33,0,8.33,0,0,0,8.33,0,0,0,0,8.33,0,0,0,8.33,0,0,8.33,0,8.33,0,0,0,0,0,0,8.33,0,0,0,0,8.33,8.33,8.33,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,8.33,0,0,0,0,8.33,0,0,0,0
76,77,IM_cTOwUzcSX8C2ZJb,r_as supreme court reconsiders jim crow era split juries past cases could earn new trials.jpg,,"as supreme court reconsiders jim crow-era split juries, past cases could earn new trials",new since november,D-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/r_as supreme court reconsiders jim crow era split juries past cases could earn new trials.jpg,0.03134207763,-0.4189850882,-0.3579793016,0.9205533727,-0.8016754793,0.5242216552,0.8178166188,0.1649793203,-0.391372924,0.6618397169,0.5,0,0,0,0,0,15,84.62,25.24,98.01,99,15,13.33,60,13.33,0,0,0,0,0,0,0,0,0,6.67,6.67,0,6.67,0,6.67,13.33,6.67,0,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,20,6.67,0,6.67,0,0,6.67,0,0,0,0,0,0,0,0,0,6.67,0,6.67,0,6.67,0,6.67,0,0,26.67,0,6.67,20,6.67,0,0,0,0,0,0,0,0,0,0,0,13.33,0,6.67,0,0,0,0,6.67,0,0,0,0
